TreeNo,X,Y,TreeName,DBH_2017,Height_2017,BA_2017,Volume_2017,Quadrant_2017
1,419276.43,5851659.33,Copper beech,9.5,11.6,0.007,0.033,1
2,419277.94,5851659.77,Copper beech,15.8,19.6,0.02,0.18,1
3,419277.99,5851659.86,Copper beech,12.9,17.5,0.013,0.104,1
4,419277.45,5851662.31,Copper beech,11,13.4,0.01,0.055,1
5,419280.15,5851661.05,Common pine,38.8,31.9,0.118,1.672,1
6,419281.11,5851660.75,Copper beech,7.9,9.1,0.005,0.01,1
7,419285.44,5851665.26,Common pine,39.6,31.9,0.123,1.749,1
8,419288.98,5851665.58,Common pine,32.1,28.7,0.081,1.05,1
9,419289.55,5851665.9,Common spruce,7.5,7.2,0.004,0.01,1
10,419294.18,5851665.07,Copper beech,16.8,17.4,0.022,0.179,1
11,419298.87,5851666.86,Copper beech,8,14.6,0.005,0.02,1
12,419298.27,5851668.59,Common pine,38.8,29.8,0.118,1.579,1
13,419301.37,5851668.56,Common pine,41.3,27.8,0.134,1.707,1
14,419301.71,5851665.98,Common spruce,16,18.1,0.02,0.191,1
15,419306.87,5851667.53,Common pine,33.5,28.2,0.088,1.113,1
16,419309.86,5851667.95,Copper beech,14.7,18.6,0.017,0.147,1
17,419311.53,5851668.55,Copper beech,8.3,13.5,0.005,0.024,1
18,419312.74,5851669.19,Copper beech,17.9,18.1,0.025,0.21,1
19,419309.96,5851672.62,Common pine,34.8,27.7,0.095,1.189,1
20,419313.97,5851672.68,Common pine,42.2,29.3,0.14,1.859,1
21,419316.02,5851670.58,Copper beech,10.1,9,0.008,0.028,1
22,419318.05,5851668.77,Common pine,49.3,30.2,0.191,2.602,1
23,419318.34,5851668.46,Copper beech,7,10.1,0.004,0.006,1
24,419320.08,5851669.41,Copper beech,7.8,15,0.005,0.013,1
25,419319.72,5851671.37,Copper beech,16.7,15.7,0.022,0.161,1
26,419320.24,5851672.38,Common spruce,19.3,17.7,0.029,0.265,1
27,419321.53,5851673.95,Common pine,33,30.6,0.086,1.151,1
28,419321.48,5851674.97,Copper beech,10.3,13.1,0.008,0.046,1
29,419323.71,5851675.25,Copper beech,16.5,21.1,0.021,0.211,1
30,419323.43,5851672.67,Copper beech,14.9,17.4,0.017,0.139,1
31,419324.99,585167.06,Copper beech,22.7,25.3,0.04,0.489,1
32,419324.11,5851667.67,Copper beech,21.6,21.9,0.037,0.388,1
33,419319.28,5851665.54,Copper beech,14.1,18.1,0.016,0.132,1
34,419318.61,5851661.95,Common pine,33.6,29.6,0.089,1.171,1
35,419310.76,5851662.43,Copper beech,9.8,13.8,0.008,0.044,1
36,419316.7,5851661.97,Copper beech,14.8,19.6,0.017,0.157,1
37,419315.77,5851667.38,Copper beech,16.7,15.3,0.022,0.155,1
38,419313.72,5851666.55,Copper beech,10.3,17.3,0.008,0.062,1
39,419310.65,5851666.15,Common pine,42,28.7,0.139,1.787,1
40,419311.76,5851663.39,Copper beech,10.7,17.6,0.009,0.069,1
41,419312.56,5851662.86,Common pine,35.5,28,0.099,1.233,1
42,419310.5,5851659.36,Common pine,35.4,27.9,0.098,1.249,1
43,419308.11,5851661.39,Common spruce,17.1,19.3,0.023,0.228,1
44,419307.64,5851661.88,Copper beech,21.2,20.8,0.035,0.356,1
45,419306.96,5851660.89,Common spruce,14,13.5,0.015,0.103,1
46,419305.15,5851663.2,Copper beech,11.7,13.5,0.011,0.064,1
47,419303.9,5851663.66,Common pine,45.3,29.9,0.161,2.191,1
48,419305.28,585165.82,Copper beech,7.5,12.8,0.004,0.014,1
49,419305.36,5851658.28,Copper beech,11.1,17.2,0.01,0.074,1
50,419303.5,5851657.72,Copper beech,16,18.9,0.02,0.175,1
51,419302.04,5851659.85,Copper beech,13.9,16.4,0.015,0.113,1
52,419301.56,585166.24,Copper beech,12.9,17.6,0.013,0.105,1
53,419297.68,5851662.66,Common pine,40.4,30.1,0.128,1.726,1
54,419297.54,5851660.9,Copper beech,20.5,18.3,0.033,0.285,1
55,419298.95,5851657.62,Common pine,36.2,29.2,0.103,1.35,1
56,419300.91,5851656.53,Copper beech,11.6,15.7,0.011,0.075,1
57,419300.1,5851656.1,Copper beech,11.6,15.7,0.011,0.075,1
58,419293.55,585166.13,Common pine,38.5,29.4,0.116,1.538,1
59,419292.08,5851662.16,Copper beech,8.6,12.8,0.006,0.026,1
60,419291.23,5851661.8,Copper beech,8.5,12.7,0.006,0.025,1
61,419290.51,5851661.86,Copper beech,13.8,17.3,0.015,0.117,1
62,419289.27,5851661.65,Common pine,35.8,29.2,0.101,1.307,1
63,419287.19,5851660.65,Common pine,36.7,29.3,0.106,1.382,1
64,419291.66,5851657.93,Common pine,38.4,29.4,0.116,1.531,1
65,419291.49,5851656.32,Copper beech,17.5,19.2,0.024,0.217,1
66,419292.64,5851656.46,Copper beech,15.6,18.3,0.019,0.163,1
67,419294.55,585165.69,Common spruce,9.5,9.9,0.007,0.034,1
68,419293.36,5851653.7,Copper beech,10.7,14.9,0.009,0.06,1
69,419293.03,585165.36,Copper beech,16.4,18.7,0.021,0.188,1
70,419292.06,5851653.28,Copper beech,9.6,13.9,0.007,0.043,1
71,419288.76,5851652.39,Copper beech,15.5,18.2,0.019,0.161,1
72,419288.92,5851654.24,Common pine,31.7,28.8,0.079,1.015,1
73,419289.6,5851655.26,Copper beech,10,14.3,0.008,0.047,1
74,419287.56,5851657.56,Copper beech,14.1,17.5,0.016,0.129,1
75,419284.58,5851659.37,Copper beech,10,14.3,0.008,0.047,1
76,419283.94,5851650.91,Copper beech,8.1,12.2,0.005,0.019,1
77,419285.54,5851656.99,Copper beech,7.8,11.8,0.005,0.015,1
78,419280.54,5851655.91,Common pine,37.9,29.4,0.113,1.478,1
80,419285.15,5851650.65,Common spruce,13.1,14.1,0.013,0.093,1
81,419281.97,5851600.52,Common pine,41.2,29.6,0.133,1.793,1
82,419283.54,5851655.29,Common spruce,22.4,21,0.039,0.421,1
83,419281.7,5851655.56,Copper beech,7.4,11.3,0.004,0.01,1
84,419281.45,5851658.49,Copper beech,15.8,18.4,0.02,0.168,1
85,419280.73,5851658.17,Copper beech,7.1,10.8,0.004,0.01,1
86,419280.82,5851657.04,Copper beech,10.9,15.1,0.009,0.059,1
